SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
56000	United Kingdom	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB"	DBA	1	Bachelors (4 years)	38
118838	United Kingdom	Microsoft SQL Server	15		DBA	10	None (no degree completed)	40
11119	India	Microsoft SQL Server	4	"Microsoft SQL Server, Microsoft Access"	DBA	4	Bachelors (4 years)	45
63500	Ireland	Microsoft SQL Server	15	Microsoft SQL Server	Developer: T-SQL	15	Bachelors (4 years)	40
22941	India	Microsoft SQL Server	8	Microsoft SQL Server	DBA	0	Bachelors (4 years)	40
68000	United Kingdom	DB2	30	"Microsoft SQL Server, Oracle, MySQL/MariaDB, DB2, Cassandra, SAP, Sybase"	DBA	3	Bachelors (4 years)	37
25000	Romania	Microsoft SQL Server	2		DBA	2	Bachelors (4 years)	40
41333	South Africa	Microsoft SQL Server	11	Microsoft SQL Server	DBA	11	None (no degree completed)	45
45000	United Kingdom	Microsoft SQL Server	8	"MySQL/MariaDB, SQLite, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	7	None (no degree completed)	35
12600	Czech Republic	Microsoft SQL Server	6	"MySQL/MariaDB, Azure SQL DB"	DBA	4	Bachelors (4 years)	40
65000	United Kingdom	Microsoft SQL Server	15	IBM domino	DBA	5	Associates (2 years)	40
60300	Netherlands	Microsoft SQL Server	8	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SQLite"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	40
65000	Netherlands	Microsoft SQL Server	6	"Oracle, PostgreSQL"	DBA	2	Associates (2 years)	40
100000	United Kingdom	Microsoft SQL Server	17	"Oracle, MySQL/MariaDB, DB2, Microsoft Access"	DBA	1	Bachelors (4 years)	35
50000	Sweden	Microsoft SQL Server	16		Other	16	None (no degree completed)	40
61000	United Kingdom	Microsoft SQL Server	8	Azure SQL DB	DBA	8	Bachelors (4 years)	35
11000	India	Microsoft SQL Server	7	Microsoft SQL Server	DBA	3	Masters	45
28739	United Kingdom	Microsoft SQL Server	2	"MySQL/MariaDB, PostgreSQL, Microsoft Access"	DBA	2	Associates (2 years)	37
39000	United Kingdom	Microsoft SQL Server	5	"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access"	DBA	5	Bachelors (4 years)	35
76500	Sweden	Microsoft SQL Server	17		DBA	0	Masters	40
55712	United Kingdom	Microsoft SQL Server	7		DBA	7	Bachelors (4 years)	37
200000	Australia	Amazon RDS (any flavor)	4	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, BigQuery"	Architect	1	Bachelors (4 years)	45
89167	Germany	Microsoft SQL Server	15	"MongoDB, Microsoft Access"	DBA	2	Masters	43
79240	United Kingdom	Microsoft SQL Server	8	"MySQL/MariaDB, Microsoft Access"	"Developer: App code (C#, JS, etc)"	12	Associates (2 years)	40
40000	United Kingdom	Microsoft SQL Server	7	"Microsoft Access, Google big query"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	None (no degree completed)	40
61000	United Kingdom	Microsoft SQL Server	7		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	4	None (no degree completed)	40
50000	Belgium	Microsoft SQL Server	20	Oracle	DBA	15	Associates (2 years)	40
42500	Germany	Microsoft SQL Server	15		Developer: T-SQL	15	Bachelors (4 years)	45
60000	United Kingdom	Microsoft SQL Server	15	"Oracle, DB2"	DBA	25	Bachelors (4 years)	40
69000	United Kingdom	Microsoft SQL Server	17	Azure SQL DB	Developer: T-SQL	17	Associates (2 years)	35
52000	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle"	DBA	7	None (no degree completed)	40
34000	United Kingdom	Microsoft SQL Server	16		Engineer	16	None (no degree completed)	40
40000	United Kingdom	Microsoft SQL Server	17	"Oracle, MySQL/MariaDB, Microsoft Access"	DBA	1	None (no degree completed)	40
140000	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, SAP"	DBA	25	Bachelors (4 years)	40
60000	France	Microsoft SQL Server	11	"Oracle, MySQL/MariaDB, Cassandra, Elasticsearch"	DBA	9	Masters	35
68000	Germany	Microsoft SQL Server	15	Oracle	Analyst	11	Masters	40
37166	United Kingdom	Microsoft SQL Server	0	"Microsoft SQL Server, MySQL/MariaDB"	DBA	0	Associates (2 years)	37
59000	United Kingdom	Microsoft SQL Server	12	"Oracle, MySQL/MariaDB"	DBA	1	Bachelors (4 years)	38
55000	United Kingdom	Microsoft SQL Server	17	"MySQL/MariaDB, MongoDB, Microsoft Access, SAP, Amazon RDS (any flavor)"	DBA	3	Bachelors (4 years)	30
75000	United Kingdom	Microsoft SQL Server	8	"PostgreSQL, MongoDB"	DBA	6	Bachelors (4 years)	40
30000	United Kingdom	Microsoft SQL Server	1	"Microsoft SQL Server, Azure SQL DB"	DBA	1	None (no degree completed)	37
24000	India	Microsoft SQL Server	10	MySQL/MariaDB	DBA	5	Masters	40
49000	United Kingdom	Microsoft SQL Server	6		DBA	5	None (no degree completed)	40
46300	United Kingdom	Microsoft SQL Server	10		DBA	1	Bachelors (4 years)	38
68000	United Kingdom	Microsoft SQL Server	23		Architect	9	Bachelors (4 years)	42
66400	Germany	Microsoft SQL Server	13	"MySQL/MariaDB, Microsoft Access"	DBA	3	Associates (2 years)	40
100000	Switzerland	Microsoft SQL Server	2		DBA	2	Associates (2 years)	42
50000	United Kingdom	Microsoft SQL Server	20	Microsoft SQL Server	DBA	15	Bachelors (4 years)	38
51000	United Kingdom	Microsoft SQL Server	25	Microsoft SQL Server	DBA	29	None (no degree completed)	38
105000	Norway	SAP	12	"Microsoft SQL Server, Oracle"	DBA	12	Bachelors (4 years)	43
55730	United Kingdom	Microsoft SQL Server	10		"Developer: App code (C#, JS, etc)"	7	None (no degree completed)	45
22000	Romania	Microsoft SQL Server	15	"MySQL/MariaDB, Elasticsearch"	Architect	4	Bachelors (4 years)	40
65642	United Kingdom	Microsoft SQL Server	16		Developer: T-SQL	4	Bachelors (4 years)	45
19000	Lithuania	Microsoft SQL Server	4	"Microsoft SQL Server, Oracle, PostgreSQL, DB2"	Engineer	4	Masters	40
80000	Australia	Microsoft SQL Server	10		Developer: T-SQL	2	Associates (2 years)	40
55700	United Kingdom	Microsoft SQL Server	6		Engineer	1	Bachelors (4 years)	35
75000	Netherlands	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, ingres"	DBA	5	Masters	40
78000	United Kingdom	Microsoft SQL Server	20		DBA	3	Associates (2 years)	38
48000	United Kingdom	Microsoft SQL Server	11		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Bachelors (4 years)	38
63176	United Kingdom	Microsoft SQL Server	11	"MySQL/MariaDB, Microsoft Access"	DBA	11	Bachelors (4 years)	40
31000	United Kingdom	Microsoft SQL Server	1	"Oracle, MySQL/MariaDB, SAP"	DBA	1	Bachelors (4 years)	35
85000	South Africa	Microsoft SQL Server	22	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Redis, Azure SQL DB, Amazon RDS (any flavor), Clustrix"	Architect	5	None (no degree completed)	40
118000	United States	Microsoft SQL Server	20		Architect	8	Bachelors (4 years)	55
60000	United Kingdom	Microsoft SQL Server	10	Microsoft Access	Developer: T-SQL	10	Bachelors (4 years)	40
66000	China	Microsoft SQL Server	7	Cassandra	Developer: T-SQL	1	Bachelors (4 years)	40
63000	Netherlands	Microsoft SQL Server	17	"Oracle, PostgreSQL, APS, Fasttrack"	Architect	5	Masters	38
47000	Czech Republic	Microsoft SQL Server	15		DBA	3	Masters	40
38404	United Kingdom	Microsoft SQL Server	3		"Developer: App code (C#, JS, etc)"	3	Bachelors (4 years)	37
71000	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Cassandra, Hadoop"	Architect	1	None (no degree completed)	40
55000	United Kingdom	Microsoft SQL Server	7		DBA	7	None (no degree completed)	38
80000	Luxembourg	Microsoft SQL Server	15	"Oracle, Azure SQL DB, Amazon RDS (any flavor)"	DBA	10	Masters	38
59401	South Africa	Microsoft SQL Server	16	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	Other	9	None (no degree completed)	45
36000	United Kingdom	Microsoft SQL Server	5	MySQL/MariaDB	Engineer	5	Masters	37
70000	Netherlands	Microsoft SQL Server	4	"Microsoft SQL Server, Amazon RDS (any flavor)"	DBA	1	None (no degree completed)	40
27000	Ukraine	MySQL/MariaDB	1		"Developer: App code (C#, JS, etc)"	1	Masters	40
7650	India	Microsoft SQL Server	8	Microsoft SQL Server	DBA	8	Bachelors (4 years)	48
50000	United Kingdom	Microsoft SQL Server	8	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)"	DBA	2	Bachelors (4 years)	45
90000	Germany	Microsoft SQL Server	8	Microsoft Access	"Developer: App code (C#, JS, etc)"	15	Masters	38
20484	Brazil	Microsoft SQL Server	5	PostgreSQL	Analyst	2	Bachelors (4 years)	40
80000	United Kingdom	Microsoft SQL Server	8	"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access, Azure SQL DB"	DBA	3	None (no degree completed)	35
100000	Iceland	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, DB2, Azure SQL DB, Amazon RDS (any flavor)"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	25	Masters	46
40000	United Kingdom	Microsoft SQL Server	1	"Oracle, MySQL/MariaDB, Microsoft Access, Progress"	Analyst	1	None (no degree completed)	37
39616	United Kingdom	Microsoft SQL Server	4		Developer: T-SQL	1	None (no degree completed)	35
42109	United Kingdom	Microsoft SQL Server	3		Developer: T-SQL	2	None (no degree completed)	40
70500	United Kingdom	Microsoft SQL Server	21		DBA	12	None (no degree completed)	45
21350	India	Microsoft SQL Server	5	Microsoft SQL Server	DBA	5	Bachelors (4 years)	35
101500	Jersey	Microsoft SQL Server	12		Analyst	5	Masters	46
40000	United Kingdom	Microsoft SQL Server	6	MySQL/MariaDB	Engineer	6	Bachelors (4 years)	40
10000	Serbia and Montenegro	Oracle	15	"Microsoft SQL Server, MongoDB"	DBA	15	Masters	50
77947	United Kingdom	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Azure SQL DB"	Architect	4	None (no degree completed)	40
34375	Jamaica	Oracle	7	Microsoft SQL Server	DBA	2	Masters	40
57000	United Kingdom	Microsoft SQL Server	10	Oracle	DBA	10	Bachelors (4 years)	40
35577	United Kingdom	Microsoft SQL Server	18	"Oracle, Microsoft Access"	"Developer: App code (C#, JS, etc)"	1	Bachelors (4 years)	38
40000	United Kingdom	Microsoft SQL Server	2	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SQLite"	DBA	4	Associates (2 years)	40
38940	United Kingdom	Microsoft SQL Server	5	"MySQL/MariaDB, Microsoft Access, SQLite"	Analyst	4	Bachelors (4 years)	38
12000	Turkey	Microsoft SQL Server	2	MongoDB	DBA	2	Bachelors (4 years)	45
100000	Ireland	Microsoft SQL Server	20	"MySQL/MariaDB, SQLite"	"Developer: App code (C#, JS, etc)"	19	Associates (2 years)	50
31650	United Kingdom	Microsoft SQL Server	5	"Oracle, Azure SQL DB"	Developer: T-SQL	2	Bachelors (4 years)	37
80000	United States	Microsoft SQL Server	7	"Oracle, MySQL/MariaDB, Amazon RDS (any flavor)"	Developer: T-SQL	2	Bachelors (4 years)	40
20000	Turkey	Microsoft SQL Server	10	"Microsoft SQL Server, PostgreSQL, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	50
27280	United Kingdom	Other	1	Microsoft Access	Analyst	1	Masters	38
85000	Norway	Microsoft SQL Server	17	"Oracle, MySQL/MariaDB, Azure SQL DB, DocumentDB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Bachelors (4 years)	50
85000	Canada	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Masters	38
250000	United States	Oracle	30		Architect	4	Masters	50
40000	Belgium	Microsoft SQL Server	10		"Developer: App code (C#, JS, etc)"	3	Bachelors (4 years)	40
40000	Portugal	Oracle	9	"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Redis"	"Developer: App code (C#, JS, etc)"	2	None (no degree completed)	45
40000	Turkey	Microsoft SQL Server	6	"Oracle, MongoDB"	DBA	2	Masters	40
27000	Czech Republic	Oracle	8	Microsoft SQL Server	Developer: T-SQL	8	Bachelors (4 years)	40
95000	United States	Microsoft SQL Server	18	"Oracle, Microsoft Access, Azure SQL DB"	DBA	16	Bachelors (4 years)	40
115000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access"	DBA	20	Bachelors (4 years)	50
100000	Denmark	Microsoft SQL Server	14	"Microsoft SQL Server, Oracle, MongoDB, DB2"	Engineer	8	Bachelors (4 years)	38
4118	India	Microsoft SQL Server	3	Microsoft SQL Server	DBA	2	Bachelors (4 years)	48
545	India	Microsoft SQL Server	2	Microsoft Access	DBA	2	Bachelors (4 years)	40
14000	India	Microsoft SQL Server	6	"Microsoft SQL Server, Azure SQL DB"	Analyst	6	Bachelors (4 years)	40
44000	Netherlands	Microsoft SQL Server	5	MS APS	Developer: T-SQL	5	None (no degree completed)	36
85000	Norway	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle, SAP, Azure SQL DB"	DBA	20	Bachelors (4 years)	50
15500	India	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB"	DBA	3	Bachelors (4 years)	40
103000	United States	Microsoft SQL Server	6	"MySQL/MariaDB, PostgreSQL, Microsoft Access, SAP"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	5	Bachelors (4 years)	45
61000	United Kingdom	Microsoft SQL Server	11		Manager	5	Bachelors (4 years)	41
105000	United States	Microsoft SQL Server	7	Azure SQL DB	"Developer: App code (C#, JS, etc)"	19	Bachelors (4 years)	44
120000	United States	Microsoft SQL Server	17	"Microsoft SQL Server, Oracle"	DBA	2	Bachelors (4 years)	45
100000	Denmark	Microsoft SQL Server	12		DBA	1	Masters	37
72000	United Kingdom	Microsoft SQL Server	4		DBA	4	None (no degree completed)	40
8200	Moldova	Microsoft SQL Server	8	Oracle	DBA	12	Masters	40
70000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	55
105000	United States	Microsoft SQL Server	25		DBA	6	Bachelors (4 years)	45
53500	United States	Microsoft SQL Server	2		DBA	1	Associates (2 years)	45
93000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Azure SQL DB, Amazon RDS (any flavor)"	Developer: T-SQL	20	Bachelors (4 years)	45
130000	United States	Microsoft SQL Server	15	"DB2, Microsoft Access"	DBA	10	Bachelors (4 years)	50
27000	Turkey	Oracle	7	"Microsoft SQL Server, Cassandra, Teradata"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	7	Bachelors (4 years)	40
62000	United States	Microsoft SQL Server	4	"Oracle, MySQL/MariaDB"	"Developer: App code (C#, JS, etc)"	5	None (no degree completed)	40
66000	United States	Microsoft SQL Server	3	Microsoft Access	Analyst	3	Bachelors (4 years)	40
98000	United States	Microsoft SQL Server	17	Oracle	Developer: T-SQL	2	Bachelors (4 years)	42
48119	United Kingdom	Microsoft SQL Server	5	"Microsoft SQL Server, Microsoft Access"	DBA	1	Bachelors (4 years)	37
108000	United States	Microsoft SQL Server	5	Azure SQL DB	DBA	2	Associates (2 years)	50
65500	United Kingdom	Microsoft SQL Server	15	"Microsoft SQL Server, PostgreSQL, Microsoft Access, Elasticsearch"	DBA	12	Bachelors (4 years)	38
49000	United Kingdom	Microsoft SQL Server	10	Microsoft SQL Server	DBA	4	Bachelors (4 years)	40
105000	United States	Oracle	5	"Microsoft SQL Server, Oracle"	DBA	5	Bachelors (4 years)	50
72000	United States	Microsoft SQL Server	4	"Oracle, MySQL/MariaDB, Microsoft Access"	DBA	20	Masters	40
42000	Netherlands	Microsoft SQL Server	4		Engineer	10	Bachelors (4 years)	36
60477	United Kingdom	Microsoft SQL Server	5	"Couch, Advantage, Informix"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Masters	35
82000	United States	Microsoft SQL Server	12	Microsoft Access	DBA	8	None (no degree completed)	40
135000	United Kingdom	Elasticsearch	1	"Microsoft SQL Server, MySQL/MariaDB, Redis, Elasticsearch, Apache Ignite"	Manager	1	Bachelors (4 years)	60
8000	United Kingdom	Microsoft SQL Server	8	"MySQL/MariaDB, Microsoft Access"	DBA	0	Associates (2 years)	40
75000	United States	Microsoft SQL Server	4	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL"	Developer: T-SQL	4	Bachelors (4 years)	45
47000	United Kingdom	Microsoft SQL Server	10	"Oracle, PostgreSQL, Microsoft Access"	Analyst	2	None (no degree completed)	37
87000	United States	Microsoft SQL Server	8	MySQL/MariaDB	DBA	4	Bachelors (4 years)	45
105000	United States	Microsoft SQL Server	17	"Oracle, DB2, Microsoft Access, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	17	Associates (2 years)	40
106300	United States	Microsoft SQL Server	10		DBA	4	Bachelors (4 years)	40
117000	United States	Oracle	17	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Vertica"	Engineer	5	Bachelors (4 years)	45
85000	United States	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, DB2, Microsoft Access, SAP, IMS"	DBA	8	Bachelors (4 years)	40
141000	United States	Microsoft SQL Server	17	"Oracle, Microsoft Access"	DBA	10	Bachelors (4 years)	45
132000	United States	Microsoft SQL Server	20	"Oracle, Azure SQL DB, Amazon RDS (any flavor)"	Architect	3	Masters	50
95000	United States	Microsoft SQL Server	12	"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Azure SQL DB, Amazon RDS (any flavor)"	DBA	19	Bachelors (4 years)	45
115000	United States	Microsoft SQL Server	10	"Oracle, Microsoft Access"	DBA	10	None (no degree completed)	45
85000	United States	Microsoft SQL Server	3	"Oracle, MySQL/MariaDB, Amazon RDS (any flavor)"	DBA	3	Doctorate/PhD	40
130271	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, Microsoft Access"	Manager	4	Bachelors (4 years)	50
101500	United States	Microsoft SQL Server	6		DBA	1	Bachelors (4 years)	42
98000	United States	Microsoft SQL Server	10		DBA	8	Masters	40
49000	United Kingdom	Microsoft SQL Server	9	Amazon RDS (any flavor)	Developer: T-SQL	2	Masters	42
100000	United States	Microsoft SQL Server	17	Microsoft SQL Server	"Developer: App code (C#, JS, etc)"	5	Bachelors (4 years)	40
42000	Romania	Microsoft SQL Server	11		"Developer: App code (C#, JS, etc)"	11	Bachelors (4 years)	50
36500	United Kingdom	Microsoft SQL Server	4		DBA	3	None (no degree completed)	39
87000	United States	Microsoft SQL Server	7	"Oracle, MySQL/MariaDB, Microsoft Access"	DBA	3	Bachelors (4 years)	40
50000	United Kingdom	Microsoft SQL Server	13		DBA	3	Associates (2 years)	39
116000	United Kingdom	Microsoft SQL Server	26		DBA	23	None (no degree completed)	45
95000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, PostgreSQL, DB2, Microsoft Access"	DBA	12	Masters	55
225000	United States	Microsoft SQL Server	14	"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB"	Architect	7	Bachelors (4 years)	65
145000	United States	Microsoft SQL Server	10	Microsoft SQL Server	Manager	2	Bachelors (4 years)	50
140000	United States	Microsoft SQL Server	20	"Oracle, MySQL/MariaDB, Microsoft Access"	Developer: T-SQL	10	Bachelors (4 years)	40
74000	Finland	Other	1	"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Amazon RDS (any flavor), Amazon Redshift"	Architect	1	Masters	40
44000	United Kingdom	Microsoft SQL Server	14	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	6	None (no degree completed)	35
143000	United States	Microsoft SQL Server	20	"Microsoft SQL Server, Oracle, Microsoft Access, Azure SQL DB"	Architect	4	Bachelors (4 years)	30
70000	Norway	Microsoft SQL Server	7	"Oracle, DB2, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	7	Bachelors (4 years)	40
77000	United States	Microsoft SQL Server	8		DBA	16	Bachelors (4 years)	43
96500	United States	Microsoft SQL Server	5	"Microsoft SQL Server, MySQL/MariaDB, DB2, Microsoft Access, SQLite, Amazon RDS (any flavor)"	DBA	2	None (no degree completed)	50
63000	United States	Microsoft SQL Server	3	Microsoft SQL Server	DBA	3	Bachelors (4 years)	40
